,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
4047,Christian Maggio," D(R),M(R)",4,4,392,0,0,0.1,0,0.8,Napoli,2015,2016,serie a,0.9,7.2,0,0,14,82,0.023000663,0.136274401,Defender Midfielder,2,6.59,2.51552381
4048,Omar El Kaddouri, AM(CL),0,20,230,1,2,0.6,0,12,Napoli,2015,2016,serie a,0.6,12,2,0,14,82,1.979497889,1.35755289,Midfielder,2,6.28,2.336954032
4049,Mirko Valdifiori, DMC,6,0,458,0,0,0.2,0,1.2,Napoli,2015,2016,serie a,1.8,10.8,3,0,14,82,0.028227109,0.576645244,Defensive Midfielder,1,6.69,2.302837458
4050,Ivan Strinic, D(L),3,2,252,0,0,0.6,0,3,Napoli,2015,2016,serie a,0.6,3,0,0,14,82,0.076617707,0.016227759,Defender,1,6.64,2.243968254
4051,Jorginho, DMC,32,3,2913,0,4,0.2,0,7,Napoli,2015,2016,serie a,1.5,52.5,10,1,14,82,0.118027037,5.602941749,Defensive Midfielder,1,7.22,0.938745664
4052,Kalidou Koulibaly, D(C),32,1,2888,0,0,0.2,0,6.6,Napoli,2015,2016,serie a,1.8,59.4,11,0,14,82,0.351735057,0.371586545,Defender,1,7.19,0.635262207
4053,Nikola Maksimovic," D(CR),M(R)",7,1,677,1,0,0.1,0,0.8,Napoli,2016,2017,serie a,1.1,8.8,1,0,12,86,0.534643412,0.04404591,Defender Midfielder,3,7.06,9.509510334
4054,Marek Hamsik," M(C),FW",37,1,3050,12,10,2.3,0.1,87.4,Napoli,2016,2017,serie a,0.4,15.2,1,0,12,86,8.060387192,7.283395637,Midfielder Forward,2,7.37,9.116189881
4055,Lorenzo Tonelli, D(C),3,0,270,2,0,0.7,0,2.1,Napoli,2016,2017,serie a,2,6,2,0,12,86,0.972308695,0.084636666,Defender,1,7.02,8.28341493
4056,Lorenzo Insigne," AM(CL),FW",35,2,2935,18,9,4,0.7,148,Napoli,2016,2017,serie a,0.2,7.4,2,0,12,86,14.79943397,7.879277715,Midfielder Forward,3,7.67,6.269955722
4057,Vlad Chiriches, D(CR),13,1,1124,2,0,0.4,0,5.6,Napoli,2016,2017,serie a,0.4,5.6,0,0,12,86,1.972015407,0.71434949,Defender,2,7.06,5.954804541
4058,Dries Mertens," AM(CLR),FW",28,7,2566,28,9,4.2,0.5,147,Napoli,2016,2017,serie a,1.2,42,6,0,12,86,25.14441778,8.104734703,Midfielder Forward,4,7.76,5.705976956
4059,José Callejón," M(LR),FW",37,0,3149,14,12,2.3,0.4,85.1,Napoli,2016,2017,serie a,0.9,33.3,3,1,12,86,12.50655163,9.206191426,Midfielder Forward,3,7.42,5.346458054
4060,Piotr Zielinski, M(CL),18,18,1850,5,7,0.9,0,32.4,Napoli,2016,2017,serie a,0.6,21.6,4,0,12,86,1.466281812,3.345996007,Midfielder,2,6.98,5.252088382
4061,Allan, DMC,19,10,1618,1,6,0.5,0,14.5,Napoli,2016,2017,serie a,0.9,26.1,3,0,12,86,0.594516635,4.674042558,Defensive Midfielder,1,6.92,5.083647072
4062,Kalidou Koulibaly, D(C),28,0,2472,2,0,0.4,0.1,11.2,Napoli,2016,2017,serie a,1.5,42,6,0,12,86,1.463578576,0.601083542,Defender,1,7.22,4.687341134
4063,Faouzi Ghoulam, D(L),26,3,2379,0,6,0.6,0.1,17.4,Napoli,2016,2017,serie a,0.6,17.4,1,0,12,86,0.628084693,5.159745137,Defender,1,7.04,4.579958887
4064,Arkadiusz Milik," AM(C),FW",4,13,547,5,0,1.3,0.3,22.1,Napoli,2016,2017,serie a,0.7,11.9,1,0,12,86,2.577785542,0.205724804,Midfielder Forward,2,6.49,4.475801223
4065,Ivan Strinic, D(L),12,0,1037,0,2,0.1,0,1.2,Napoli,2016,2017,serie a,1,12,3,0,12,86,0.033719815,1.644917209,Defender,1,7.21,4.115869343
4066,Rafael Cabral, GK,1,0,90,0,0,0,0,0,Napoli,2016,2017,serie a,0,0,0,0,12,86,0,0,Goalkeeper,1,5.95,4.088888889
4067,Elseid Hysaj," D(LR),M(R)",34,1,3032,0,1,0.2,0.1,7,Napoli,2016,2017,serie a,0.8,28,8,0,12,86,0.449563816,1.518264224,Defender Midfielder,3,6.91,4.011768717
4068,Raúl Albiol, D(C),25,1,2297,0,1,0.3,0,7.8,Napoli,2016,2017,serie a,0.9,23.4,8,0,12,86,0.481983989,0.752869543,Defender,1,6.95,3.974721189
4069,Jorginho, DMC,27,0,2148,0,3,0.9,0,24.3,Napoli,2016,2017,serie a,1,27,3,0,12,86,0.79055897,3.747302853,Defensive Midfielder,1,7.24,3.605593393
4070,Emanuele Giaccherini, M(CLR),1,15,286,1,0,0.4,0.1,6.4,Napoli,2016,2017,serie a,0.2,3.2,0,0,12,86,1.056356404,0.01432215,Midfielder,3,6.11,3.293602489
4071,Christian Maggio," D(R),M(R)",4,3,392,0,0,0.1,0,0.7,Napoli,2016,2017,serie a,0.3,2.1,0,0,12,86,0.045383479,0.179668479,Defender Midfielder,2,6.81,2.866102041
4072,Manolo Gabbiadini," AM(CLR),FW",7,6,514,3,0,1.8,0.5,23.4,Napoli,2016,2017,serie a,0.5,6.5,0,1,12,86,3.501609579,0.050277472,Midfielder Forward,4,6.36,2.599398157
4073,Amadou Diawara, DMC,10,8,1040,0,0,0.3,0,5.4,Napoli,2016,2017,serie a,0.7,12.6,1,0,12,86,0.156686416,0.232713676,Defensive Midfielder,1,6.62,2.200759259
4074,Marko Rog, M(C),2,13,373,0,0,0.7,0,10.5,Napoli,2016,2017,serie a,1.1,16.5,4,0,12,86,0.76241862,0.172704037,Midfielder,1,6.41,0.593859845
4075,Mário Rui," D(L),M(L)",24,1,2088,2,4,0.3,0.1,7.5,Napoli,2017,2018,serie a,1.7,42.5,8,1,17,91,0.21898301,2.751241207,Defender Midfielder,2,6.88,13.10425543
4076,Lorenzo Tonelli, D(C),3,1,350,1,0,0.8,0,3.2,Napoli,2017,2018,serie a,0.3,1.2,0,0,17,91,0.148712911,0,Defender,1,7.23,11.14041335
4077,Amadou Diawara, DMC,5,13,644,1,1,0.3,0,5.4,Napoli,2017,2018,serie a,0.7,12.6,1,0,17,91,0.146998809,0.456051625,Defensive Midfielder,1,6.41,11.07046357
4078,Faouzi Ghoulam, D(L),11,0,987,2,3,0.9,0.2,9.9,Napoli,2017,2018,serie a,0.9,9.9,1,0,17,91,0.762620332,2.030143293,Defender,1,7.65,8.938887713
4079,Kalidou Koulibaly, D(C),35,0,3066,5,1,0.5,0,17.5,Napoli,2017,2018,serie a,0.9,31.5,5,1,17,91,3.081644498,0.309267594,Defender,1,7.04,7.897423816
4080,Raúl Albiol, D(C),30,1,2742,3,1,0.5,0.1,15.5,Napoli,2017,2018,serie a,0.9,27.9,7,0,17,91,1.165663064,1.233375965,Defender,1,7.15,7.821559517
4081,Arkadiusz Milik," AM(C),FW",3,12,440,5,0,1.5,0.1,22.5,Napoli,2017,2018,serie a,0.5,7.5,2,0,17,91,4.749125969,0.780327864,Midfielder Forward,2,6.52,6.282809959
4082,Marek Hamsik," M(C),FW",32,6,2397,7,1,2.3,0.1,87.4,Napoli,2017,2018,serie a,0.3,11.4,2,0,17,91,6.991335055,3.261357602,Midfielder Forward,2,6.91,6.236008328
4083,Dries Mertens," AM(CLR),FW",35,3,3013,18,6,3.4,0.3,129.2,Napoli,2017,2018,serie a,1,38,4,0,17,91,18.78953576,7.525529735,Midfielder Forward,4,7.21,6.158005903
4084,José Callejón," M(LR),FW",38,0,3247,10,10,1.7,0.5,64.6,Napoli,2017,2018,serie a,0.7,26.6,3,0,17,91,10.09029109,7.834662109,Midfielder Forward,3,7.22,6.053801666
4085,Allan, DMC,32,6,2857,4,5,1,0,38,Napoli,2017,2018,serie a,1,38,2,0,17,91,3.966068,3.935459212,Defensive Midfielder,1,7.17,5.312302807
4086,Lorenzo Insigne," AM(CL),FW",36,1,3104,8,11,4.8,0.9,177.6,Napoli,2017,2018,serie a,0.3,11.1,4,0,17,91,14.66703541,12.84046172,Midfielder Forward,3,7.51,5.077352823
4087,Jorginho, DMC,33,0,2665,2,4,0.5,0,16.5,Napoli,2017,2018,serie a,1,33,5,0,17,91,2.757849325,3.827564182,Defensive Midfielder,1,7.02,4.878846331
4088,Piotr Zielinski, M(CL),14,22,1659,4,2,1.1,0.1,39.6,Napoli,2017,2018,serie a,0.4,14.4,3,0,17,91,2.73910376,3.104619354,Midfielder,2,6.75,4.653798677
4089,Luigi Sepe, GK,1,0,90,0,0,0,0,0,Napoli,2017,2018,serie a,0,0,0,0,17,91,0,0,Goalkeeper,1,6.74,4.144444444
4090,Vlad Chiriches, D(CR),7,0,583,0,0,0.4,0,2.8,Napoli,2017,2018,serie a,0.4,2.8,1,0,17,91,0.47939848,0.01267148,Defender,2,6.93,3.647070598
4091,Elseid Hysaj," D(LR),M(R)",35,0,3125,0,1,0.3,0.1,10.5,Napoli,2017,2018,serie a,0.8,28,3,1,17,91,0.468067154,2.200502524,Defender Midfielder,3,6.8,3.428481016
4092,Nikola Maksimovic," D(CR),M(R)",1,1,95,0,0,0,0,0,Napoli,2017,2018,serie a,0.5,1,0,0,17,91,0,0,Defender Midfielder,3,6.3,3.252923977
4093,Marko Rog, M(C),0,28,259,1,0,0.2,0,5.6,Napoli,2017,2018,serie a,0.4,11.2,2,0,17,91,0.425257594,0.669781994,Midfielder,1,6.2,2.638639552
4094,Christian Maggio," D(R),M(R)",6,7,636,0,0,0,0,0,Napoli,2017,2018,serie a,0.3,3.9,0,0,17,91,0,0.14062079,Defender Midfielder,2,6.71,2.631813256
4095,Adam Ounas," AM(CLR),FW",0,7,89,0,0,0.7,0,4.9,Napoli,2017,2018,serie a,0,0,0,0,17,91,0.263675681,0.298124338,Midfielder Forward,4,6.33,2.300214018
4096,Gianluca Gaetano, Midfielder,0,2,7,0,0,0.5,0,1,Napoli,2018,2019,serie a,0.5,1,0,0,12,79,0.022610884,0.096190363,Midfielder,1,5.96,12.6797619
4097,Raúl Albiol, D(C),19,1,1712,1,0,0.2,0,4,Napoli,2018,2019,serie a,0.5,10,4,0,12,79,0.175275752,0.752865631,Defender,1,6.81,9.663717322
4098,Kalidou Koulibaly, D(C),35,0,3134,2,2,0.5,0,17.5,Napoli,2018,2019,serie a,1.4,49,10,1,12,79,3.072867068,0.328590538,Defender,1,7.06,7.86888136
4099,Elseid Hysaj," D(LR),M(R)",24,3,2109,0,2,0.5,0,13.5,Napoli,2018,2019,serie a,0.9,24.3,4,0,12,79,0.681583144,0.658389151,Defender Midfielder,3,6.72,6.207151508
4100,Piotr Zielinski, M(CL),33,3,2883,6,2,2.2,0.1,79.2,Napoli,2018,2019,serie a,0.8,28.8,6,0,12,79,5.67585937,5.652276108,Midfielder,2,6.99,5.935424472
4101,Dries Mertens," AM(CLR),FW",23,12,2253,16,11,2.5,0.4,87.5,Napoli,2018,2019,serie a,0.9,31.5,1,0,12,79,12.37578753,9.39487561,Midfielder Forward,4,7.2,5.745480416
4102,Amin Younes, AM(CL),6,6,498,3,2,1.1,0.2,13.2,Napoli,2018,2019,serie a,1.3,15.6,1,0,12,79,2.232430536,0.95399611,Midfielder,2,6.8,5.298737765
4103,Faouzi Ghoulam, D(L),12,4,1153,1,3,0.6,0.2,9.6,Napoli,2018,2019,serie a,0.8,12.8,2,0,12,79,1.140753677,3.02398173,Defender,1,6.9,5.098076026
4104,Arkadiusz Milik," AM(C),FW",27,8,2398,17,3,3.2,0.5,112,Napoli,2018,2019,serie a,1.2,42,4,0,12,79,14.07837866,3.235569196,Midfielder Forward,2,7.13,4.939313894
4105,José Callejón," M(LR),FW",29,5,2652,3,10,1.8,0.5,61.2,Napoli,2018,2019,serie a,0.4,13.6,1,0,12,79,6.761094464,9.29601638,Midfielder Forward,3,7.03,4.88830942
4106,Mário Rui," D(L),M(L)",17,3,1419,1,1,1.1,0.2,22,Napoli,2018,2019,serie a,0.9,18,4,1,12,79,0.629449271,2.15980049,Defender Midfielder,2,6.69,4.305286664
4107,Lorenzo Insigne," AM(CL),FW",24,4,2080,10,6,4.3,0.6,120.4,Napoli,2018,2019,serie a,0.3,8.4,6,1,12,79,10.42411779,5.122348242,Midfielder Forward,3,7.16,3.979270938
4108,Marko Rog, M(C),4,5,332,1,0,0.7,0,6.3,Napoli,2018,2019,serie a,1.3,11.7,3,0,12,79,0.220951389,0,Midfielder,1,6.6,3.955420353
4109,Kevin Malcuit," D(R),M(R)",20,4,1806,0,2,0.5,0.1,12,Napoli,2018,2019,serie a,1,24,3,0,12,79,0.372802888,2.529629725,Defender Midfielder,2,7.11,3.79508691
4110,Simone Verdi," AM(CLR),FW",9,13,701,3,3,0.9,0,19.8,Napoli,2018,2019,serie a,0.6,13.2,0,0,12,79,3.108011536,1.633513268,Midfielder Forward,4,6.48,3.592455035
4111,David Ospina, GK,16,1,1457,0,0,0,0,0,Napoli,2018,2019,serie a,0,0,0,0,12,79,0,0,Goalkeeper,1,6.56,3.549427376
4112,Orestis Karnezis, GK,9,0,810,0,0,0,0,0,Napoli,2018,2019,serie a,0,0,0,0,12,79,0,0,Goalkeeper,1,6.79,3.497530864
4113,Nikola Maksimovic," D(CR),M(R)",15,2,1375,0,0,0.1,0.1,1.7,Napoli,2018,2019,serie a,0.6,10.2,4,0,12,79,0.075199045,0.141703172,Defender Midfielder,3,6.87,3.325896613
4114,Allan, DMC,28,5,2614,1,3,0.8,0,26.4,Napoli,2018,2019,serie a,1.5,49.5,10,0,12,79,0.926912528,2.851894697,Defensive Midfielder,1,7.13,3.322328225
4115,Adam Ounas," AM(CLR),FW",6,12,534,3,0,1.2,0,21.6,Napoli,2018,2019,serie a,0.2,3.6,0,0,12,79,1.7107528,2.304506265,Midfielder Forward,4,6.53,3.32190228
4116,Marek Hamsik," M(C),FW",12,1,922,0,0,1.2,0,15.6,Napoli,2018,2019,serie a,0.4,5.2,1,0,12,79,0.422624746,0.576634118,Midfielder Forward,2,6.66,3.27748362
4117,Vlad Chiriches, D(CR),3,0,149,0,0,0.3,0,0.9,Napoli,2018,2019,serie a,0.7,2.1,0,0,12,79,0.254192591,0,Defender,2,6.56,2.934298285
4118,Alex Meret, GK,13,1,1151,0,0,0,0,0,Napoli,2018,2019,serie a,0.1,1.4,0,1,12,79,0,0,Goalkeeper,1,6.77,2.347935598
4119,Sebastiano Luperto, D(C),6,6,725,0,0,0.2,0,2.4,Napoli,2018,2019,serie a,0.8,9.6,0,0,12,79,0.025755117,0,Defender,1,6.49,2.301153257
4120,Amadou Diawara, DMC,8,5,661,0,0,0.8,0,10.4,Napoli,2018,2019,serie a,1.2,15.6,4,0,12,79,0.28765441,0.140038775,Defensive Midfielder,1,6.59,1.436007448
4121,Elseid Hysaj," D(LR),M(R)",17,3,1485,1,2,0.3,0,6,Napoli,2019,2020,serie a,0.4,8,3,0,6,62,0.228097486,1.664902832,Defender Midfielder,3,6.69,9.47443578
4122,Giovanni Di Lorenzo," D(CLR),M(R)",33,0,2970,3,3,0.6,0.1,19.8,Napoli,2019,2020,serie a,1,33,5,0,6,62,2.961308656,2.474452521,Defender Midfielder,4,6.86,7.127475223
4123,Allan, DMC,16,7,1281,2,1,0.5,0,11.5,Napoli,2019,2020,serie a,1.3,29.9,3,0,6,62,0.571698619,1.047627421,Defensive Midfielder,1,6.66,6.468664198
4124,Nikola Maksimovic," D(CR),M(R)",21,2,1801,1,1,0.2,0,4.6,Napoli,2019,2020,serie a,1.1,25.3,3,1,6,62,0.600679953,0.550995249,Defender Midfielder,3,6.79,6.244266864
4125,Lorenzo Insigne," AM(CL),FW",34,3,2823,8,6,3.3,0.2,122.1,Napoli,2019,2020,serie a,0.2,7.4,1,0,6,62,13.0234327,7.668637397,Midfielder Forward,3,7.11,6.00487971
4126,Kostas Manolas, D(C),25,1,2178,4,0,0.7,0,18.2,Napoli,2019,2020,serie a,0.9,23.4,2,0,6,62,2.242912693,0.048137319,Defender,1,6.71,5.610459852
4127,Dries Mertens," AM(CLR),FW",18,13,1688,9,7,2.5,0.2,77.5,Napoli,2019,2020,serie a,0.9,27.9,5,0,6,62,6.454391887,5.91611769,Midfielder Forward,4,6.96,5.052754545
4128,José Callejón," M(LR),FW",25,8,2176,4,7,1.3,0.3,42.9,Napoli,2019,2020,serie a,0.4,13.2,2,0,6,62,5.425043669,6.225741876,Midfielder Forward,3,6.75,4.802475633
4129,Arkadiusz Milik," AM(C),FW",19,7,1751,11,0,2.6,0.5,67.6,Napoli,2019,2020,serie a,1,26,5,0,6,62,11.0555324,1.772977555,Midfielder Forward,2,6.88,4.436574344
4130,Piotr Zielinski, M(CL),32,5,2926,2,4,2.1,0,77.7,Napoli,2019,2020,serie a,0.7,25.9,4,0,6,62,4.020675569,4.05808998,Midfielder,2,6.79,4.242388827
4131,Diego Demme, DMC,10,5,904,1,0,0.3,0,4.5,Napoli,2019,2020,serie a,1.7,25.5,6,0,6,62,0.475292976,0.396987487,Defensive Midfielder,1,6.37,3.83598446
4132,Alex Meret, GK,21,1,1951,0,0,0,0,0,Napoli,2019,2020,serie a,0,0,0,0,6,62,0,0,Goalkeeper,1,6.36,3.789325598
4133,David Ospina, GK,17,0,1470,0,0,0,0,0,Napoli,2019,2020,serie a,0.1,1.7,0,0,6,62,0,0,Goalkeeper,1,6.59,3.591500333
4134,Hirving Lozano," AM(LR),FW",10,16,1021,4,1,1.3,0.2,33.8,Napoli,2019,2020,serie a,0.8,20.8,3,0,6,62,3.850653827,2.128594805,Midfielder Forward,3,6.52,3.581949771
4135,Mário Rui," D(L),M(L)",22,2,1969,0,2,1.3,0.1,31.2,Napoli,2019,2020,serie a,0.9,21.6,9,0,6,62,0.960329047,4.04052633,Defender Midfielder,2,6.83,3.26867389
4136,Kevin Malcuit," D(R),M(R)",3,1,256,0,0,0.5,0,2,Napoli,2019,2020,serie a,0.5,2,0,0,6,62,0.055862121,0.163615407,Defender Midfielder,2,6.78,3.093923611
4137,Fernando Llorente, FW,3,14,494,3,1,1.9,0.2,32.3,Napoli,2019,2020,serie a,0.6,10.2,1,0,6,62,4.708129928,1.1036174,Forward,1,6.45,2.992849846
4138,Amin Younes, AM(CL),1,8,169,1,0,0.8,0,7.2,Napoli,2019,2020,serie a,0.4,3.6,1,0,6,62,0.840289127,0.754894467,Midfielder,2,6.3,2.699764383
4139,Faouzi Ghoulam, D(L),3,6,371,0,1,0.4,0,3.6,Napoli,2019,2020,serie a,0.7,6.3,2,0,6,62,0.18577724,1.308024904,Defender,1,6.49,2.323334838
4140,Stanislav Lobotka, DMC,9,5,753,0,0,0.1,0,1.4,Napoli,2019,2020,serie a,0.5,7,0,0,6,62,0.079991708,0.177907003,Defensive Midfielder,1,6.57,2.26474736
4141,Sebastiano Luperto, D(C),5,4,525,0,0,0.1,0,0.9,Napoli,2019,2020,serie a,0.8,7.2,2,0,6,62,0.011512793,0.070786543,Defender,1,6.32,2.05168254
4142,Eljif Elmas, M(CLR),12,14,1128,1,1,0.9,0,23.4,Napoli,2019,2020,serie a,1.2,31.2,7,0,6,62,2.125283139,1.158282647,Midfielder,3,6.4,1.841904456
4143,Kalidou Koulibaly, D(C),24,1,2108,0,0,0.6,0,15,Napoli,2019,2020,serie a,1.4,35,7,1,6,62,0.785079639,0.435370766,Defender,1,6.72,0.954130719
4144,David Ospina, GK,16,0,1440,0,1,0,0,0,Napoli,2020,2021,serie a,0.1,1.6,2,0,14,77,0,0.070619479,Goalkeeper,1,6.74,17.64295459
4145,Antonio Cioffi, Forward,0,1,11,0,0,0,0,0,Napoli,2020,2021,serie a,0,0,0,0,14,77,0,0.098476343,Forward,1,6.46,7.639393939
4146,Piotr Zielinski, M(CL),32,4,2548,8,10,1.7,0.2,61.2,Napoli,2020,2021,serie a,0.3,10.8,2,0,14,77,4.938675232,5.973855115,Midfielder,2,7.16,6.686766151
4147,Lorenzo Insigne," AM(CL),FW",33,2,2872,19,7,4.1,0.3,143.5,Napoli,2020,2021,serie a,0.3,10.5,2,1,14,77,17.34749484,9.122002026,Midfielder Forward,3,7.56,6.226689256
4148,Dries Mertens," AM(CLR),FW",18,11,1464,9,8,1.9,0.2,55.1,Napoli,2020,2021,serie a,0.5,14.5,2,0,14,77,6.031678326,4.320107801,Midfielder Forward,4,6.88,6.073424463
4149,Amir Rrahmani, D(CL),12,4,1091,1,0,0.3,0,4.8,Napoli,2020,2021,serie a,0.7,11.2,2,0,14,77,0.536498424,0,Defender,2,6.59,5.558727126
4150,Giovanni Di Lorenzo," D(CLR),M(R)",36,0,3240,3,6,0.8,0.1,28.8,Napoli,2020,2021,serie a,1.4,50.4,11,0,14,77,4.016951352,5.703629859,Defender Midfielder,4,7.14,5.134500409
4151,Hirving Lozano," AM(LR),FW",23,9,1972,11,3,1.8,0.3,57.6,Napoli,2020,2021,serie a,1,32,6,0,14,77,11.04879323,5.134571614,Midfielder Forward,3,6.98,4.778583303
4152,Diego Demme, DMC,20,4,1597,2,3,0.6,0,14.4,Napoli,2020,2021,serie a,1.4,33.6,6,0,14,77,1.419318281,2.165497294,Defensive Midfielder,1,6.77,4.679684965
4153,Elseid Hysaj," D(LR),M(R)",20,4,1773,0,2,0.3,0,7.2,Napoli,2020,2021,serie a,0.7,16.8,2,0,14,77,0.244516432,1.709196505,Defender Midfielder,3,6.81,4.503230429
4154,Matteo Politano," AM(CLR),FW",22,15,1911,9,4,1.7,0,62.9,Napoli,2020,2021,serie a,0.4,14.8,3,0,14,77,6.307764271,3.72051065,Midfielder Forward,4,6.85,4.237669125
4155,Tiemoué Bakayoko, DMC,23,9,1973,2,1,0.5,0,16,Napoli,2020,2021,serie a,1.1,35.2,4,1,14,77,1.399735183,0.708405485,Defensive Midfielder,1,6.76,4.00254362
4156,Alex Meret, GK,22,0,1980,0,0,0,0,0,Napoli,2020,2021,serie a,0,0,0,0,14,77,0,0.026366353,Goalkeeper,1,6.64,3.872222222
4157,Victor Osimhen, FW,16,8,1576,10,3,2.8,0.8,67.2,Napoli,2020,2021,serie a,1.4,33.6,4,0,14,77,10.59977397,3.314269673,Forward,1,7.09,3.683734954
4158,Mário Rui," D(L),M(L)",17,10,1666,0,2,0.7,0.1,18.9,Napoli,2020,2021,serie a,0.6,16.2,4,0,14,77,0.630768697,2.603210943,Defender Midfielder,2,6.63,3.466615099
4159,Andrea Petagna, FW,9,17,956,4,3,0.9,0.3,23.4,Napoli,2020,2021,serie a,0.7,18.2,0,0,14,77,4.297941517,3.220108733,Forward,1,6.55,3.412211429
4160,Nikola Maksimovic," D(CR),M(R)",12,5,1206,0,0,0.3,0,5.1,Napoli,2020,2021,serie a,0.3,5.1,1,0,14,77,0.584624883,0.176273592,Defender Midfielder,3,6.56,3.320589796
4161,Eljif Elmas, M(CLR),3,30,717,2,1,0.4,0,13.2,Napoli,2020,2021,serie a,0.3,9.9,2,0,14,77,1.897449894,0.442903988,Midfielder,3,6.26,3.175324212
4162,Kostas Manolas, D(C),27,3,2301,0,0,0.3,0,9,Napoli,2020,2021,serie a,0.7,21,5,0,14,77,0.957873706,0.49596162,Defender,1,6.61,2.77863103
4163,Stanislav Lobotka, DMC,0,15,141,0,0,0,0,0,Napoli,2020,2021,serie a,0.3,4.5,2,0,14,77,0,0,Defensive Midfielder,1,6.05,1.572695035
4164,Faouzi Ghoulam, D(L),3,8,283,0,0,0.3,0.1,3.3,Napoli,2020,2021,serie a,0.2,2.2,1,0,14,77,0.115593858,0.75088083,Defender,1,6.36,1.466172538
4165,Kalidou Koulibaly, D(C),25,1,2211,0,0,0.4,0,10.4,Napoli,2020,2021,serie a,1.1,28.6,8,1,14,77,0.978029706,0.29727399,Defender,1,6.86,1.305427385
4166,Morgan De Sanctis, GK,35,0,3150,0,1,0,0,0,Roma,2014,2015,serie a,0,0,1,0,15,70,0,0.015930096,Goalkeeper,1,6.73,66.96315087
4167,Mapou Yanga-Mbiwa, D(CR),22,6,2092,1,1,0.2,0,5.6,Roma,2014,2015,serie a,0.8,22.4,6,0,15,70,0.303770845,1.499541294,Defender,2,7.09,7.431658803
4168,Leandro Paredes, DMC,4,6,318,1,0,0.7,0,7,Roma,2014,2015,serie a,0.8,8,2,0,15,70,0.186499033,0,Defensive Midfielder,1,6.41,7.18925968
4169,José Holebas," D(CL),M(L)",23,1,2054,1,1,0.8,0.3,19.2,Roma,2014,2015,serie a,1.1,26.4,5,0,15,70,0.54117445,1.273609146,Defender Midfielder,3,7.27,6.05739428
4170,Alessandro Florenzi," D(R),M(CLR)",24,11,2294,5,4,1.5,0.1,52.5,Roma,2014,2015,serie a,0.6,21,9,0,15,70,5.233356414,6.243403273,Defender Midfielder,4,6.9,5.814708788
4171,Adem Ljajic," AM(CLR),FW",23,9,2025,8,2,1.6,0.3,51.2,Roma,2014,2015,serie a,0.3,9.6,2,0,15,70,6.610197982,3.239166914,Midfielder Forward,4,6.8,5.402777797
4172,Francesco Totti," AM(CL),FW",24,3,1751,8,6,1.9,0.3,51.3,Roma,2014,2015,serie a,1.3,35.1,5,0,15,70,6.94179013,3.955231693,Midfielder Forward,3,6.86,4.905086399
4173,Lorenzo Pellegrini, M(CL),0,1,23,0,0,1,0,1,Roma,2014,2015,serie a,0,0,0,0,15,70,0.015912591,0,Midfielder,2,6.19,4.505797101
4174,Seydou Keita, M(C),18,8,1725,2,1,0.5,0.1,13,Roma,2014,2015,serie a,1.3,33.8,2,1,15,70,0.557399131,0.825358518,Midfielder,1,6.94,4.467573675
4175,Gervinho," M(LR),FW",21,3,1896,2,4,1.6,1,38.4,Roma,2014,2015,serie a,0.6,14.4,1,0,15,70,5.671633447,5.135851694,Midfielder Forward,3,7.01,4.37872571
4176,Maicon, D(R),11,3,984,1,1,0.9,0,12.6,Roma,2014,2015,serie a,0.6,8.4,3,0,15,70,1.326593962,1.371931283,Defender,1,6.87,4.242954442
4177,Federico Balzaretti, D(L),1,0,90,0,0,0,1,0,Roma,2014,2015,serie a,2,2,0,0,15,70,0,0.036984697,Defender,1,6.2,3.822222222
4178,Nicolás Spolli, D(C),1,0,90,0,0,0,0,0,Roma,2014,2015,serie a,2,2,0,0,15,70,0,0,Defender,1,6.11,3.822222222
4179,Vasilis Torosidis," D(CLR),M(R)",17,3,1493,2,0,1,0.1,20,Roma,2014,2015,serie a,1.1,22,8,1,15,70,1.874886349,0.554615976,Defender Midfielder,4,6.95,3.780046426
4180,Ashley Cole," D(L),M(L)",11,0,990,0,0,0.5,0.1,5.5,Roma,2014,2015,serie a,0.6,6.6,2,0,15,70,0.373573758,0.20185461,Defender Midfielder,2,6.99,3.747353535
4181,Seydou Doumbia, FW,6,7,544,2,0,0.6,0.4,7.8,Roma,2014,2015,serie a,0.6,7.8,0,0,15,70,0.884506611,0.114770073,Forward,1,6.36,3.739948018
4182,Davide Astori, D(C),22,2,2039,1,0,0.3,0,7.2,Roma,2014,2015,serie a,1.6,38.4,10,0,15,70,0.53498671,0.442863129,Defender,1,7.4,3.667963626
4183,Lukasz Skorupski, GK,3,0,270,0,0,0,0,0,Roma,2014,2015,serie a,0,0,0,0,15,70,0,0,Goalkeeper,1,6.37,3.459259259
4184,Kevin Strootman, DMC,4,2,319,0,2,0.5,0,3,Roma,2014,2015,serie a,1.2,7.2,1,0,15,70,0.089783318,1.432460859,Defensive Midfielder,1,6.91,3.401603793
4185,Juan Iturbe, AM(LR),17,10,1385,2,1,1.3,0.1,35.1,Roma,2014,2015,serie a,1.4,37.8,4,0,15,70,3.57076354,1.332331225,Midfielder,2,6.71,3.093002785
